Student_ID,Name,Age,Gender,Netflix,Prime,YouTube,Device_Used,Hours_per_day,Favourite_Genre,Subscription_Type
330,Tanya Kumar,20,Female,Yes,No,Yes,Tablet,5.7,Romance,Free
331,Divya Dubey,22,Male,No,No,No,Smart TV,1.1,Horror,Free
332,Rohan Rana,23,Female,Yes,No,No,Smart TV,3.8,Thriller,Paid
333,Abhishek Pandey,21,Female,Yes,No,Yes,Mobile,5.2,Sci-Fi,Free
334,Abhishek Kumar,18,Male,No,No,Yes,Tablet,1.5,Sci-Fi,Free
335,Priya Rana,24,Female,Yes,No,No,Laptop,1.7,Horror,Paid
336,Priya Thakur,19,Male,No,No,Yes,Smart TV,1.5,Horror,Paid
337,Rohan Kumar,22,Male,Yes,No,No,Laptop,6.0,Sci-Fi,Free
338,Rohan Verma,22,Male,Yes,Yes,Yes,Mobile,2.5,Romance,Free
339,Neha Reddy,25,Female,No,Yes,No,Laptop,3.9,Comedy,Free
340,Isha Gupta,20,Male,Yes,No,No,Tablet,2.3,Horror,Free
341,Tanya Gupta,22,Female,No,Yes,Yes,Smart TV,4.3,Comedy,Free
342,Sahil Bansal,20,Female,No,No,Yes,Laptop,5.6,Horror,Paid
343,Divya Patel,19,Female,No,No,No,Mobile,3.5,Drama,Free
344,Arjun Agarwal,22,Female,Yes,No,No,Laptop,5.3,Thriller,Free
345,Karan Pandey,25,Male,Yes,Yes,No,Smart TV,5.3,Action,Free
346,Divya Dubey,23,Male,Yes,Yes,Yes,Laptop,5.6,Sci-Fi,Free
347,Pooja Joshi,20,Female,No,No,No,Mobile,6.0,Action,Free
348,Isha Pandey,24,Male,No,No,Yes,Tablet,3.0,Documentary,Paid
349,Rahul Kumar,18,Male,No,No,No,Tablet,4.0,Action,Paid
350,Pooja Gupta,20,Female,No,No,No,Smart TV,5.3,Comedy,Free
351,Sahil Joshi,23,Male,Yes,No,Yes,Smart TV,3.9,Drama,Paid
352,Aditi Chopra,23,Female,No,No,No,Tablet,4.5,Romance,Free
353,Megha Reddy,19,Male,No,No,No,Mobile,5.6,Thriller,Free
354,Simran Agarwal,19,Male,Yes,No,Yes,Smart TV,5.6,Romance,Paid
355,Ravi Mehta,19,Male,No,Yes,Yes,Tablet,4.2,Sci-Fi,Free
356,Simran Bansal,18,Female,Yes,No,No,Mobile,0.7,Documentary,Free
357,Pooja Chopra,18,Female,No,No,No,Laptop,4.8,Romance,Free
358,Tanya Yadav,24,Female,Yes,No,No,Mobile,4.7,Comedy,Free
359,Sneha Chopra,23,Female,No,No,Yes,Laptop,1.9,Drama,Paid
360,Sneha Sharma,20,Male,No,No,Yes,Laptop,5.1,Documentary,Paid
361,Megha Mehta,24,Male,Yes,No,Yes,Smart TV,4.5,Horror,Paid
362,Rahul Kumar,24,Male,No,No,No,Laptop,3.9,Drama,Free
363,Priya Yadav,20,Male,No,Yes,Yes,Tablet,1.9,Thriller,Paid
364,Sahil Joshi,18,Female,No,Yes,No,Mobile,0.9,Action,Free
365,Pooja Reddy,24,Female,Yes,Yes,Yes,Mobile,4.0,Thriller,Paid
366,Megha Mehta,22,Female,No,Yes,No,Laptop,4.2,Romance,Paid
367,Divya Agarwal,20,Female,No,Yes,No,Mobile,0.5,Sci-Fi,Paid
368,Vikram Kumar,25,Female,Yes,No,Yes,Smart TV,1.7,Romance,Free
369,Karan Tiwari,21,Male,Yes,No,No,Tablet,3.2,Horror,Free
370,Pooja Gupta,24,Male,Yes,No,Yes,Tablet,0.6,Sci-Fi,Free
371,Isha Nair,19,Male,No,Yes,Yes,Tablet,3.2,Comedy,Free
372,Rohan Mehta,21,Female,Yes,No,Yes,Smart TV,5.1,Thriller,Free
373,Tanya Bansal,23,Male,Yes,Yes,No,Laptop,4.3,Romance,Free
374,Neha Singh,24,Male,Yes,No,Yes,Smart TV,2.3,Documentary,Paid
375,Priya Reddy,25,Female,No,No,No,Laptop,5.1,Romance,Free
376,Ankit Tiwari,22,Female,Yes,No,No,Mobile,3.1,Documentary,Paid
377,Priya Pandey,24,Male,Yes,No,Yes,Tablet,2.1,Comedy,Free
378,Aditi Sharma,20,Male,No,No,No,Laptop,2.5,Drama,Paid
379,Isha Reddy,22,Male,Yes,Yes,Yes,Tablet,1.9,Romance,Free
380,Abhishek Joshi,23,Male,Yes,No,No,Laptop,0.9,Romance,Free
381,Neha Bansal,22,Male,Yes,Yes,No,Laptop,1.5,Horror,Free
382,Vikram Agarwal,20,Female,No,No,No,Smart TV,4.0,Horror,Paid
383,Isha Gupta,20,Male,Yes,Yes,No,Tablet,0.9,Drama,Paid
384,Abhishek Yadav,23,Male,No,No,Yes,Tablet,5.6,Thriller,Free
385,Tanya Patel,19,Male,No,Yes,No,Mobile,0.8,Thriller,Paid
386,Divya Nair,22,Male,No,No,Yes,Mobile,1.3,Drama,Free
387,Nikhil Joshi,25,Male,No,No,Yes,Mobile,0.8,Action,Free
388,Rohan Gupta,23,Male,No,Yes,No,Mobile,4.1,Thriller,Free
389,Abhishek Verma,22,Female,No,Yes,No,Laptop,5.8,Horror,Paid
390,Aditi Dubey,25,Male,Yes,No,Yes,Mobile,4.6,Action,Free
391,Vikram Sharma,18,Male,No,Yes,No,Smart TV,1.6,Documentary,Paid
392,Pooja Yadav,23,Female,Yes,No,Yes,Laptop,4.9,Comedy,Paid
393,Sneha Kumar,24,Female,Yes,Yes,No,Smart TV,4.3,Horror,Paid
394,Sneha Sharma,20,Female,Yes,Yes,Yes,Laptop,3.0,Thriller,Paid
395,Priya Bansal,23,Female,Yes,No,Yes,Tablet,2.2,Action,Paid
396,Ravi Reddy,21,Female,No,Yes,No,Smart TV,0.8,Sci-Fi,Paid
397,Aditi Chopra,22,Male,No,Yes,No,Smart TV,2.8,Action,Paid
398,Divya Nair,19,Female,Yes,No,No,Mobile,3.2,Sci-Fi,Free
399,Priya Gupta,20,Male,No,Yes,Yes,Smart TV,4.3,Horror,Free
400,Tanya Patel,22,Female,No,Yes,Yes,Mobile,3.4,Thriller,Free
401,Vikram Agarwal,22,Male,Yes,Yes,Yes,Tablet,1.5,Documentary,Paid
402,Sneha Dubey,22,Female,Yes,No,Yes,Smart TV,1.1,Romance,Paid
403,Nikhil Agarwal,18,Female,Yes,No,Yes,Tablet,4.9,Sci-Fi,Free
404,Rahul Tiwari,18,Female,Yes,No,No,Mobile,2.3,Drama,Free
405,Karan Dubey,21,Female,No,Yes,Yes,Tablet,1.3,Sci-Fi,Paid
406,Pooja Bansal,19,Female,Yes,Yes,No,Tablet,2.2,Sci-Fi,Free
407,Megha Kumar,25,Male,No,Yes,Yes,Mobile,1.7,Comedy,Paid
408,Isha Yadav,22,Female,Yes,Yes,No,Laptop,4.4,Thriller,Free
409,Sneha Singh,19,Male,Yes,No,Yes,Tablet,4.3,Comedy,Paid
410,Divya Mehta,24,Male,Yes,Yes,Yes,Smart TV,5.1,Comedy,Free
411,Ravi Yadav,21,Female,Yes,Yes,Yes,Smart TV,1.3,Comedy,Free
412,Priya Joshi,19,Male,Yes,No,No,Laptop,1.7,Sci-Fi,Paid
413,Vikram Thakur,18,Female,Yes,Yes,No,Mobile,2.2,Drama,Paid
414,Simran Chopra,22,Male,Yes,No,Yes,Smart TV,3.1,Documentary,Free
415,Rohan Sharma,25,Female,Yes,No,Yes,Mobile,4.8,Action,Paid
416,Sahil Verma,22,Female,Yes,Yes,No,Smart TV,3.8,Thriller,Paid
417,Karan Singh,18,Female,Yes,No,Yes,Smart TV,3.9,Action,Paid
418,Sneha Bansal,23,Male,Yes,Yes,No,Smart TV,1.8,Action,Free
419,Pooja Mehta,23,Male,Yes,Yes,Yes,Laptop,3.4,Horror,Paid
420,Aditi Rana,21,Female,Yes,Yes,Yes,Smart TV,0.6,Thriller,Paid
421,Rohan Saxena,24,Female,No,No,Yes,Laptop,2.4,Documentary,Free
422,Nikhil Joshi,19,Female,No,Yes,Yes,Tablet,3.1,Romance,Paid
423,Rohan Reddy,18,Female,Yes,No,Yes,Tablet,5.4,Action,Paid
424,Sahil Patel,18,Male,Yes,No,Yes,Smart TV,4.7,Drama,Paid
425,Priya Pandey,20,Female,Yes,Yes,Yes,Laptop,5.3,Sci-Fi,Free
426,Megha Thakur,18,Female,No,Yes,No,Tablet,0.9,Horror,Free
427,Rahul Dubey,19,Male,Yes,No,No,Smart TV,4.7,Sci-Fi,Paid
428,Sneha Bansal,25,Female,No,No,No,Tablet,2.9,Romance,Free
429,Ravi Tiwari,25,Male,Yes,Yes,Yes,Mobile,4.7,Sci-Fi,Paid
430,Isha Agarwal,23,Female,Yes,No,No,Mobile,4.1,Romance,Free
431,Megha Rana,24,Male,Yes,No,No,Smart TV,1.3,Drama,Paid
432,Tanya Tiwari,25,Female,Yes,No,No,Mobile,2.1,Drama,Paid
433,Sahil Saxena,22,Male,No,No,Yes,Smart TV,2.4,Comedy,Free
434,Vikram Thakur,19,Female,Yes,No,Yes,Mobile,3.5,Romance,Free
435,Ankit Dubey,25,Female,Yes,No,Yes,Mobile,0.6,Action,Paid
436,Vikram Dubey,18,Female,No,Yes,No,Mobile,2.9,Comedy,Free
437,Simran Yadav,19,Male,Yes,Yes,Yes,Smart TV,2.1,Documentary,Paid
438,Pooja Kumar,23,Female,No,Yes,Yes,Mobile,1.8,Horror,Free
439,Priya Pandey,19,Female,Yes,Yes,No,Tablet,5.9,Thriller,Free
440,Neha Chopra,23,Male,Yes,Yes,No,Tablet,4.5,Sci-Fi,Free
441,Isha Chopra,23,Male,No,No,Yes,Smart TV,3.6,Thriller,Paid
442,Vikram Yadav,25,Male,Yes,Yes,No,Mobile,5.2,Comedy,Free
443,Simran Saxena,20,Male,Yes,No,Yes,Mobile,2.6,Sci-Fi,Paid
444,Pooja Saxena,25,Female,Yes,No,No,Smart TV,1.7,Thriller,Paid
445,Rahul Agarwal,23,Male,Yes,No,No,Smart TV,5.3,Drama,Paid
446,Vikram Yadav,20,Female,No,No,Yes,Laptop,1.8,Documentary,Paid
447,Ravi Pandey,18,Male,No,No,Yes,Tablet,2.4,Thriller,Free
448,Sneha Reddy,25,Female,No,Yes,No,Laptop,4.4,Comedy,Paid
449,Simran Yadav,23,Female,Yes,No,Yes,Smart TV,5.2,Drama,Paid
450,Priya Tiwari,25,Male,No,No,Yes,Mobile,5.3,Documentary,Paid
451,Karan Gupta,20,Male,No,Yes,Yes,Laptop,2.5,Romance,Free
452,Ankit Agarwal,25,Male,Yes,No,Yes,Tablet,1.8,Comedy,Free
453,Neha Nair,19,Female,No,Yes,Yes,Laptop,5.7,Horror,Free
454,Pooja Thakur,25,Male,Yes,Yes,Yes,Smart TV,4.4,Horror,Free
455,Simran Rana,24,Male,Yes,No,Yes,Tablet,4.5,Romance,Free
456,Tanya Verma,18,Male,No,No,Yes,Mobile,4.2,Documentary,Paid
457,Ravi Chopra,22,Female,No,Yes,Yes,Tablet,4.6,Documentary,Free
458,Aditi Agarwal,18,Male,No,No,Yes,Tablet,4.4,Romance,Free
459,Sneha Verma,21,Female,Yes,No,Yes,Mobile,3.3,Action,Free
460,Abhishek Reddy,21,Female,Yes,Yes,No,Laptop,3.6,Horror,Free
461,Neha Sharma,20,Female,Yes,No,Yes,Laptop,0.7,Sci-Fi,Paid
462,Vikram Gupta,23,Female,No,No,Yes,Mobile,2.8,Action,Free
463,Ravi Nair,22,Female,No,Yes,Yes,Tablet,1.4,Romance,Free
464,Karan Dubey,24,Female,Yes,Yes,No,Mobile,4.4,Documentary,Free
465,Aditi Nair,19,Female,Yes,No,No,Laptop,3.6,Drama,Paid
466,Tanya Agarwal,23,Female,No,No,No,Smart TV,1.8,Documentary,Paid
467,Tanya Dubey,24,Male,No,Yes,No,Laptop,5.7,Romance,Free
468,Arjun Tiwari,21,Male,Yes,Yes,Yes,Smart TV,4.3,Action,Free
469,Aditi Mehta,20,Female,No,Yes,No,Laptop,4.8,Drama,Free
470,Aditi Rana,21,Female,Yes,Yes,Yes,Smart TV,5.5,Sci-Fi,Paid
471,Divya Bansal,18,Male,No,No,No,Laptop,3.0,Romance,Free
472,Sahil Rana,23,Female,No,Yes,No,Mobile,4.1,Documentary,Free
473,Nikhil Gupta,19,Male,Yes,Yes,No,Laptop,0.6,Thriller,Free
474,Priya Yadav,22,Male,Yes,No,No,Smart TV,5.6,Action,Free
475,Ankit Dubey,18,Female,Yes,Yes,Yes,Smart TV,4.2,Comedy,Free
476,Pooja Sharma,23,Male,Yes,No,Yes,Laptop,0.7,Action,Paid
477,Ravi Tiwari,24,Female,Yes,No,Yes,Smart TV,3.2,Action,Paid
478,Priya Verma,18,Female,No,No,No,Mobile,5.3,Romance,Paid
479,Divya Pandey,18,Male,Yes,No,Yes,Smart TV,5.0,Thriller,Paid
480,Tanya Sharma,24,Male,Yes,No,No,Laptop,4.8,Horror,Paid
481,Isha Mehta,25,Female,Yes,Yes,Yes,Smart TV,5.7,Drama,Paid
482,Ravi Sharma,20,Female,No,No,Yes,Tablet,1.5,Action,Free
483,Priya Saxena,19,Male,No,No,No,Laptop,0.9,Romance,Free
484,Divya Dubey,21,Male,Yes,No,No,Mobile,1.4,Romance,Free
485,Rohan Singh,19,Female,Yes,No,No,Smart TV,2.3,Romance,Free
486,Tanya Reddy,25,Female,No,No,No,Mobile,0.6,Romance,Paid
487,Rohan Pandey,25,Female,Yes,Yes,Yes,Smart TV,5.4,Horror,Paid
488,Sahil Mehta,18,Female,No,Yes,No,Tablet,1.0,Horror,Free
489,Arjun Singh,25,Male,Yes,No,Yes,Mobile,3.9,Drama,Paid
490,Vikram Agarwal,21,Male,No,Yes,Yes,Mobile,3.5,Sci-Fi,Paid
491,Divya Singh,18,Female,Yes,No,No,Laptop,0.6,Sci-Fi,Paid
492,Neha Sharma,23,Male,No,No,Yes,Smart TV,4.3,Drama,Free
493,Tanya Chopra,19,Male,Yes,No,Yes,Tablet,2.5,Thriller,Paid
494,Abhishek Agarwal,25,Male,No,No,Yes,Laptop,0.8,Documentary,Paid
495,Sahil Sharma,24,Female,Yes,No,Yes,Laptop,0.6,Romance,Free
496,Pooja Thakur,20,Male,Yes,No,No,Tablet,1.9,Horror,Paid
497,Divya Tiwari,24,Female,No,No,Yes,Tablet,1.0,Comedy,Free
498,Megha Yadav,24,Female,No,Yes,No,Mobile,1.2,Horror,Paid
499,Rahul Bansal,23,Male,Yes,Yes,Yes,Tablet,3.2,Horror,Paid
500,Ravi Singh,25,Female,No,Yes,No,Tablet,6.0,Comedy,Paid
501,Vikram Chopra,18,Female,Yes,Yes,No,Mobile,5.0,Romance,Free
502,Rahul Dubey,21,Male,No,No,No,Mobile,0.5,Comedy,Free
503,Aditi Agarwal,20,Male,No,No,Yes,Smart TV,2.0,Comedy,Paid
504,Aditi Agarwal,18,Male,No,No,No,Smart TV,0.6,Drama,Free
505,Karan Yadav,20,Female,No,No,No,Laptop,4.0,Romance,Paid
506,Isha Chopra,20,Male,Yes,Yes,Yes,Smart TV,1.0,Comedy,Paid
507,Priya Yadav,18,Female,Yes,No,Yes,Mobile,5.1,Romance,Free
508,Rohan Singh,24,Male,Yes,No,No,Smart TV,4.9,Thriller,Paid
509,Sneha Patel,22,Male,Yes,Yes,Yes,Laptop,2.3,Action,Paid
510,Sahil Chopra,23,Male,No,Yes,No,Mobile,5.8,Action,Free
511,Aditi Mehta,22,Female,No,Yes,Yes,Mobile,2.4,Documentary,Paid
512,Divya Agarwal,18,Female,No,Yes,Yes,Smart TV,0.7,Sci-Fi,Paid
513,Priya Nair,24,Male,No,No,Yes,Tablet,5.4,Comedy,Paid
514,Karan Agarwal,22,Male,No,No,No,Mobile,0.7,Horror,Paid
515,Abhishek Thakur,19,Female,No,Yes,No,Smart TV,3.4,Thriller,Paid
516,Abhishek Verma,19,Male,No,Yes,No,Mobile,1.2,Sci-Fi,Free
517,Ravi Tiwari,20,Female,Yes,Yes,Yes,Laptop,2.3,Romance,Paid
518,Nikhil Bansal,22,Male,No,No,No,Laptop,2.5,Thriller,Paid
519,Sahil Saxena,23,Female,Yes,No,No,Tablet,1.0,Documentary,Free
520,Vikram Agarwal,19,Male,Yes,Yes,No,Tablet,5.6,Documentary,Free
521,Ankit Dubey,22,Male,No,Yes,No,Laptop,4.3,Documentary,Paid
522,Karan Mehta,24,Male,No,No,Yes,Mobile,3.4,Comedy,Paid
523,Simran Kumar,20,Male,Yes,No,Yes,Mobile,0.5,Documentary,Paid
524,Rahul Rana,18,Male,Yes,No,Yes,Mobile,3.5,Romance,Free
525,Ankit Bansal,21,Female,No,No,No,Laptop,2.8,Sci-Fi,Paid
526,Karan Mehta,24,Male,No,No,No,Smart TV,5.0,Documentary,Paid
527,Priya Patel,19,Female,Yes,No,No,Mobile,1.7,Documentary,Free
528,Nikhil Saxena,21,Male,No,No,No,Tablet,2.3,Romance,Paid
529,Simran Singh,24,Female,Yes,No,Yes,Mobile,5.8,Documentary,Paid
530,Aditi Joshi,21,Female,Yes,Yes,No,Mobile,3.0,Romance,Paid
531,Priya Yadav,22,Male,Yes,Yes,Yes,Tablet,3.8,Action,Free
532,Aditi Rana,18,Female,No,Yes,Yes,Smart TV,2.4,Action,Free
533,Simran Singh,20,Female,No,Yes,No,Tablet,4.9,Sci-Fi,Paid
534,Vikram Agarwal,25,Male,No,No,Yes,Laptop,2.6,Thriller,Paid
535,Pooja Singh,24,Male,No,Yes,Yes,Mobile,3.9,Action,Free
536,Isha Verma,22,Female,Yes,Yes,No,Tablet,2.8,Thriller,Paid
537,Sahil Reddy,21,Male,No,Yes,Yes,Mobile,1.2,Romance,Paid
538,Nikhil Dubey,19,Female,No,No,Yes,Smart TV,1.3,Comedy,Free
539,Nikhil Thakur,21,Female,Yes,Yes,Yes,Mobile,4.5,Drama,Paid
540,Arjun Dubey,19,Female,No,No,No,Smart TV,4.6,Sci-Fi,Paid
541,Nikhil Rana,19,Female,Yes,Yes,No,Mobile,5.6,Drama,Paid
542,Tanya Joshi,21,Female,No,Yes,No,Laptop,2.7,Thriller,Paid
543,Sneha Gupta,20,Female,No,No,Yes,Tablet,3.3,Romance,Paid
544,Abhishek Yadav,23,Male,No,Yes,Yes,Smart TV,4.8,Drama,Free
545,Simran Pandey,22,Male,Yes,Yes,No,Smart TV,0.7,Documentary,Free
546,Nikhil Thakur,22,Male,No,Yes,No,Mobile,3.8,Romance,Paid
547,Abhishek Reddy,19,Female,No,No,Yes,Smart TV,4.8,Horror,Paid
548,Sahil Gupta,18,Male,No,Yes,No,Mobile,5.4,Romance,Free
549,Aditi Nair,25,Male,No,No,Yes,Tablet,4.2,Romance,Paid
550,Rohan Thakur,25,Male,Yes,Yes,Yes,Smart TV,4.5,Thriller,Paid
551,Divya Patel,20,Male,No,No,No,Mobile,4.2,Romance,Paid
552,Abhishek Tiwari,25,Male,Yes,No,Yes,Laptop,4.4,Thriller,Paid
553,Karan Bansal,23,Female,No,No,No,Smart TV,5.0,Romance,Free
554,Divya Yadav,18,Male,Yes,No,Yes,Laptop,3.2,Comedy,Free
555,Aditi Dubey,19,Male,No,Yes,Yes,Tablet,0.6,Comedy,Paid
556,Ankit Nair,21,Male,Yes,No,Yes,Laptop,2.8,Romance,Free
557,Divya Gupta,19,Female,No,No,No,Mobile,1.3,Horror,Free
558,Ravi Reddy,21,Male,No,No,Yes,Tablet,3.9,Horror,Paid
559,Isha Chopra,19,Male,Yes,Yes,No,Tablet,4.1,Comedy,Paid
560,Abhishek Dubey,22,Male,Yes,Yes,No,Tablet,5.0,Romance,Free
561,Karan Tiwari,20,Female,No,No,Yes,Smart TV,3.2,Sci-Fi,Paid
562,Ravi Yadav,24,Male,No,Yes,Yes,Smart TV,2.8,Romance,Free
563,Pooja Sharma,18,Male,No,Yes,No,Smart TV,3.5,Comedy,Paid
564,Karan Tiwari,25,Male,No,No,No,Laptop,3.0,Drama,Paid
565,Simran Thakur,21,Female,No,No,Yes,Smart TV,0.8,Sci-Fi,Paid
566,Ravi Kumar,22,Male,Yes,No,No,Mobile,5.8,Comedy,Free
567,Ankit Singh,18,Female,Yes,Yes,Yes,Laptop,0.8,Thriller,Free
568,Simran Patel,23,Male,Yes,No,No,Mobile,5.8,Sci-Fi,Free
569,Aditi Tiwari,25,Female,Yes,Yes,Yes,Tablet,2.5,Comedy,Free
570,Divya Kumar,21,Male,Yes,No,Yes,Tablet,1.0,Romance,Paid
571,Tanya Joshi,24,Male,No,Yes,No,Tablet,2.4,Romance,Paid
572,Rohan Thakur,18,Male,Yes,Yes,Yes,Mobile,1.1,Comedy,Paid
573,Pooja Patel,24,Female,No,Yes,No,Tablet,2.7,Documentary,Paid
574,Neha Gupta,18,Male,Yes,No,Yes,Tablet,4.4,Documentary,Paid
575,Ravi Gupta,21,Female,No,Yes,No,Smart TV,2.9,Thriller,Paid
576,Megha Pandey,23,Female,Yes,No,Yes,Smart TV,3.3,Romance,Free
577,Neha Tiwari,23,Male,No,Yes,Yes,Tablet,2.0,Action,Free
578,Abhishek Sharma,25,Female,Yes,Yes,No,Laptop,2.1,Horror,Paid
579,Sahil Gupta,19,Female,Yes,No,Yes,Mobile,5.4,Documentary,Free
580,Priya Saxena,19,Female,Yes,No,No,Tablet,6.0,Action,Free
581,Priya Agarwal,19,Female,No,No,No,Smart TV,2.9,Documentary,Free
582,Isha Agarwal,19,Male,Yes,No,No,Smart TV,1.2,Comedy,Paid
583,Simran Yadav,21,Male,Yes,Yes,Yes,Laptop,1.0,Action,Free
584,Nikhil Agarwal,22,Male,No,Yes,No,Mobile,5.2,Thriller,Free
585,Vikram Tiwari,24,Female,Yes,Yes,No,Tablet,5.8,Sci-Fi,Paid
586,Pooja Saxena,18,Male,Yes,No,Yes,Tablet,0.9,Drama,Paid
587,Ravi Chopra,19,Female,No,Yes,Yes,Smart TV,0.9,Documentary,Free
588,Aditi Chopra,23,Female,Yes,Yes,Yes,Laptop,2.7,Sci-Fi,Paid
589,Abhishek Patel,25,Male,Yes,No,Yes,Tablet,5.4,Thriller,Free
590,Abhishek Dubey,23,Female,Yes,No,No,Smart TV,5.5,Sci-Fi,Free
591,Sahil Joshi,18,Male,Yes,No,Yes,Mobile,1.8,Action,Free
592,Karan Yadav,23,Male,No,No,No,Laptop,5.0,Horror,Free
593,Priya Patel,20,Male,Yes,No,No,Smart TV,2.5,Horror,Free
594,Sneha Dubey,25,Male,No,Yes,No,Laptop,2.0,Thriller,Paid
595,Vikram Nair,25,Female,No,No,Yes,Mobile,0.9,Comedy,Paid
596,Aditi Kumar,23,Female,Yes,Yes,No,Smart TV,5.7,Romance,Free
597,Abhishek Tiwari,18,Male,Yes,Yes,Yes,Mobile,3.7,Action,Paid
598,Simran Kumar,24,Female,No,No,No,Tablet,4.8,Comedy,Paid
599,Ankit Verma,20,Female,Yes,Yes,Yes,Tablet,0.7,Documentary,Free
600,Sahil Tiwari,22,Male,No,Yes,No,Mobile,5.8,Comedy,Paid
601,Tanya Verma,25,Male,No,No,No,Tablet,5.8,Horror,Paid
602,Tanya Sharma,20,Male,Yes,No,Yes,Tablet,2.4,Horror,Paid
603,Ankit Tiwari,20,Male,Yes,Yes,Yes,Tablet,2.1,Sci-Fi,Free
604,Megha Chopra,22,Female,Yes,No,No,Mobile,1.6,Sci-Fi,Free
605,Vikram Pandey,25,Female,Yes,Yes,No,Smart TV,1.3,Horror,Free
606,Priya Pandey,23,Female,No,No,No,Mobile,5.2,Comedy,Free
607,Aditi Verma,18,Female,Yes,No,No,Laptop,3.1,Horror,Paid
608,Isha Kumar,25,Female,Yes,No,Yes,Mobile,4.4,Romance,Free
609,Pooja Joshi,24,Male,No,No,No,Smart TV,0.6,Drama,Free
610,Nikhil Kumar,23,Male,No,No,No,Smart TV,1.5,Drama,Free
611,Pooja Bansal,20,Male,No,No,Yes,Smart TV,1.0,Horror,Free
612,Divya Rana,23,Male,Yes,Yes,Yes,Smart TV,0.5,Documentary,Free
613,Priya Reddy,19,Male,No,Yes,Yes,Tablet,0.6,Drama,Paid
614,Priya Patel,22,Male,No,Yes,Yes,Laptop,3.1,Romance,Paid
615,Sneha Kumar,21,Female,Yes,No,Yes,Laptop,2.2,Action,Paid
616,Divya Sharma,23,Male,Yes,No,No,Tablet,2.0,Comedy,Paid
617,Isha Chopra,19,Female,Yes,Yes,No,Smart TV,3.4,Thriller,Paid
618,Sahil Reddy,23,Male,Yes,No,No,Mobile,6.0,Horror,Paid
619,Vikram Bansal,20,Male,No,No,Yes,Mobile,1.3,Drama,Free
620,Ravi Sharma,18,Male,No,No,Yes,Tablet,0.5,Romance,Free
621,Sahil Rana,22,Male,No,Yes,No,Laptop,2.0,Horror,Free
622,Neha Dubey,19,Male,Yes,Yes,No,Laptop,2.4,Romance,Paid
623,Ravi Chopra,19,Male,No,No,Yes,Tablet,2.6,Horror,Free
624,Aditi Thakur,20,Male,No,No,No,Laptop,2.3,Action,Paid
625,Rahul Singh,21,Male,No,No,Yes,Tablet,4.6,Comedy,Free
626,Tanya Sharma,21,Female,Yes,Yes,Yes,Smart TV,5.2,Documentary,Paid
627,Rahul Reddy,25,Female,Yes,Yes,Yes,Laptop,4.1,Romance,Free
628,Aditi Bansal,18,Male,No,Yes,No,Tablet,1.0,Thriller,Paid
629,Rahul Yadav,19,Female,No,No,Yes,Mobile,3.8,Comedy,Paid
630,Simran Verma,20,Female,Yes,Yes,Yes,Tablet,3.5,Comedy,Free
631,Simran Patel,21,Female,Yes,No,Yes,Smart TV,2.3,Action,Paid
632,Divya Pandey,21,Female,No,Yes,No,Tablet,5.3,Romance,Free
633,Sneha Thakur,20,Male,No,No,Yes,Mobile,3.1,Sci-Fi,Paid
634,Pooja Dubey,23,Female,Yes,No,No,Tablet,1.2,Romance,Paid
635,Rohan Singh,21,Female,No,No,Yes,Laptop,5.5,Sci-Fi,Free
636,Abhishek Sharma,20,Male,Yes,Yes,No,Laptop,1.7,Sci-Fi,Free
637,Rohan Saxena,25,Male,No,Yes,No,Laptop,4.8,Comedy,Free
638,Rahul Kumar,18,Male,No,Yes,No,Laptop,1.0,Drama,Paid
639,Aditi Gupta,22,Male,No,Yes,No,Smart TV,5.5,Drama,Paid
640,Ankit Dubey,18,Male,Yes,Yes,Yes,Laptop,4.7,Comedy,Paid
641,Priya Tiwari,25,Male,No,Yes,Yes,Smart TV,4.6,Thriller,Free
642,Tanya Singh,25,Male,No,No,No,Smart TV,1.6,Documentary,Paid
643,Nikhil Yadav,24,Male,Yes,No,No,Smart TV,1.3,Sci-Fi,Free
644,Aditi Dubey,25,Female,Yes,Yes,No,Laptop,1.0,Horror,Free
645,Sneha Verma,21,Female,No,Yes,Yes,Laptop,1.8,Thriller,Free
646,Tanya Reddy,22,Female,No,Yes,No,Laptop,1.3,Action,Paid
647,Sneha Patel,21,Female,Yes,No,Yes,Smart TV,5.6,Thriller,Free
648,Abhishek Reddy,24,Female,Yes,No,No,Mobile,4.4,Sci-Fi,Free
649,Aditi Pandey,21,Female,No,No,No,Smart TV,3.8,Horror,Free
650,Sahil Joshi,22,Male,No,No,Yes,Tablet,1.7,Documentary,Free
651,Pooja Joshi,23,Female,Yes,No,No,Mobile,1.4,Drama,Free
652,Tanya Yadav,20,Male,Yes,No,No,Smart TV,0.9,Romance,Paid
653,Tanya Chopra,21,Female,Yes,Yes,Yes,Mobile,2.1,Thriller,Free
654,Priya Chopra,18,Male,No,No,Yes,Smart TV,1.0,Documentary,Paid
655,Arjun Kumar,22,Female,No,No,No,Tablet,5.0,Comedy,Paid
656,Tanya Nair,22,Male,Yes,No,No,Tablet,1.6,Comedy,Paid
657,Divya Gupta,23,Male,No,Yes,No,Mobile,2.3,Sci-Fi,Paid
658,Simran Kumar,25,Female,No,Yes,No,Tablet,1.3,Horror,Free
659,Arjun Reddy,24,Male,Yes,No,No,Tablet,1.2,Romance,Free
